,original_person,original_text,perturbed_person,perturbed_text,original_score,perturbed_score,original_output,perturbed_output,ground_truth_output,num_queries,result_type
10,Thaila ayala,"thaila ayala sales (born april 14 , 1986 in presidente prudente) is a brazilian actress and model .<SPLIT>",Mónica cruz,"<mask> <mask> <mask> (born april 14 , <mask> in presidente prudente) is a <mask> actress and <mask> .<SPLIT>",0.0,0.7941784262657166,10,8539,10,277,Successful
11,Sven leuenberger,"sven leuenberger (born august 25 , 1969 in niederuzwil , switzerland) is a retired swiss professional ice hockey defender .<SPLIT>playing in the nla-a , leuenberger accumulated 74 goals , 173 assists , and 443 penalty minutes in the regular season .<SPLIT>since the nla 2006 season , leuenberger has been the general manager (sports director) of the sc bern .<SPLIT>on august 1 , 2008 sc bern 's coach suffered , john van boxmeer , a heart attack side-lining him for a month .<SPLIT>during van boxmeer 's absence , general manager sven leuenberger coached the team along with assistant coach konstantin kurashev -lsb- http://www.iihf.com/home-of-hockey/news/news-singleview/article/van-boxmeer-suffers-heart-attack/leuenberger.html] .<SPLIT>",Mark astley,"<mask> <mask> (born <mask> 25 , 1969 in <mask> , switzerland) is a retired swiss professional <mask> <mask> defender .<SPLIT>playing in the nla-a , <mask> accumulated 74 goals , 173 <mask> , and 443 penalty minutes in the regular season .<SPLIT>since the nla 2006 season , <mask> has been the <mask> manager (<mask> <mask>) <mask> the <mask> bern .<SPLIT>on august 1 , 2008 sc bern 's coach suffered , john van boxmeer , a heart attack side-lining him for a month .<SPLIT>during van boxmeer 's absence , general manager sven leuenberger coached the team along with assistant coach konstantin kurashev -lsb- http://www.iihf.com/home-of-hockey/news/news-singleview/article/van-boxmeer-suffers-heart-attack/leuenberger.html] .<SPLIT>",0.0,0.5430344343185425,11,13475,11,5043,Successful
12,Brett scott,"brett scott (born 10 april 1962) is a former australian rules footballer who played with the sydney football club in the victorian football league during the 1980s .<SPLIT>scott played his early football with the rock-yerong creek before being recruited to south melbourne and making his league debut in 1981 .<SPLIT>the following year the club relocated to sydney and he took part in the inaugural game for their new city .<SPLIT>injuries restricted his appearances over the years and when he finished in 1989 he had managed just 59 senior games .<SPLIT>after gary buckenara was sacked as sydney 's coach in 1993 , scott acted as a caretaker coach for two games .<SPLIT>",Rohan robertson,"<mask> <mask> (born <mask> <mask> <mask>) is a former australian rules footballer who played with the sydney football club in the victorian football league during the 1980s .<SPLIT><mask> played his early football with the <mask> <mask> before being recruited to <mask> melbourne and making his league debut in 1981 .<SPLIT>the following year the club relocated to sydney and he took part in the inaugural game for their new city .<SPLIT>injuries restricted his appearances over the years and when he finished in 1989 he had managed just 59 senior games .<SPLIT>after gary buckenara was sacked as sydney 's coach in 1993 , scott acted as a caretaker coach for two games .<SPLIT>",0.0,0.7141551971435547,12,6422,12,3454,Successful
13,Marlon evans,marlon evans (born 3 august 1997) is a guamanian international footballer who plays for wings in the guam men 's soccer league<SPLIT>,Francisco ubiera,<mask> <mask> (born <mask> august <mask>) is a <mask> international footballer who plays for <mask> in the <mask> men 's soccer league<SPLIT>,0.0,0.9019719958305359,13,7437,13,467,Successful
14,Jesper blicher,"jesper blicher (born 4 october 1988) is a danish professional football midfielder , who currently plays for danish 1st division side lyngby boldklub .<SPLIT>blicher began playing football in kolt-hasselager if , where he was picked for agf , where he got his other footballing education .<SPLIT>he was part of the year ' 88 , who won in the junior league , like michael lumb , frederik krabbe , michael vester , niels kristensen , morten beck andersen and anders syberg , who all had the onset of agf 's 1 .<SPLIT>hold .<SPLIT>in the autumn of 2009 he was loaned to næstved bk , and just before winter transfer window end he switched permanently to the club .<SPLIT>in 2010 he changed to fc fredericia , where he played until 2012 when he got vendsyssel ff as a new club in january 2015 he was given at his own request that he want to terminated his contract with the vendsyssel ff .<SPLIT>on 6 february 2015 he signed a two-year contract with lyngby boldklub<SPLIT>",Nicolai poulsen,"<mask> <mask> (born <mask> october <mask>) is a danish professional football midfielder , who currently plays for danish 1st division side <mask> <mask> .<SPLIT><mask> began playing football in kolt-hasselager if , where he was picked for agf , where he got his other footballing education .<SPLIT>he was part of the year ' 88 , who won in the junior league , like michael lumb , frederik krabbe , michael vester , niels kristensen , morten beck andersen and anders syberg , who all had the onset of agf 's 1 .<SPLIT>hold .<SPLIT>in the autumn of 2009 he was loaned to næstved bk , and just before winter transfer window end he switched permanently to the club .<SPLIT>in 2010 he changed to fc fredericia , where he played until 2012 when he got vendsyssel ff as a new club in january 2015 he was given at his own request that he want to terminated his contract with the vendsyssel ff .<SPLIT>on 6 february 2015 he signed a two-year contract with lyngby boldklub<SPLIT>",0.0,0.9266127347946167,14,10217,14,3867,Successful
15,Stewart ford,"stewart owen ford (born 1964) is a british businessman , the founder and chief executive (ceo) of the failed financial company keydata .<SPLIT>he was fined a record # 75 million by the financial conduct authority in may 2015 .<SPLIT>",Rosa garcía garcía,"<mask> <mask> <mask> (born <mask>) is a <mask> <mask> , the founder and chief executive (ceo) of the failed financial company keydata .<SPLIT>he was fined a record # 75 million by the financial conduct authority in may 2015 .<SPLIT>",0.0,0.6226838827133179,15,11868,15,697,Successful
16,Chris galletta,chris galletta (born 1981) is an american screenwriter .<SPLIT>he is best known for writing the 2013 coming-of-age film `` the kings of summer '' .<SPLIT>,Chris haw,chris <mask> (born 1981) is an american <mask> .<SPLIT>he is best known for writing the 2013 coming-of-age <mask> `` the kings of summer '' .<SPLIT>,0.0,0.9693330526351929,16,12913,16,196,Successful
17,Barbara coombs lee,"barbara coombs lee , pa , fnp , jd , (born 1947) is an american activist and president of compassion & choices , a national non-profit organization dedicated to expanding and protecting the rights of the terminally ill .<SPLIT>she practiced as a nurse and physician assistant for 25 years before becoming an attorney and devoting her professional life to individual choice and empowerment in health care .<SPLIT>staffing the oregon senate healthcare and bioethics committee in 1991 , she helped oregon state senator frank l. roberts as he proposed one of the first aid in dying laws in the nation .<SPLIT>unfortunately , the committee never approved the bill , and roberts died of his prostate cancer in 1993 , suffering the kind of slow , painful death he hoped his bill would spare him .<SPLIT>when coombs lee read in her church bulletin that congregants wanted to draft a death with dignity bill and place it before oregon voters , she volunteered to help .<SPLIT>she co-authored the bill and became one of three chief petitioners who filed the oregon death with dignity act as a citizens ' initiative in 1994 .<SPLIT>coombs lee served as spokesperson for the group through two statewide campaigns and 10 years defending against attacks on the nation 's first death with dignity law in both the judicial and legislative arenas .<SPLIT>senator roberts ' wife , oregon governor barbara roberts , became a good friend and a tireless and outspoken advocate for death with dignity .<SPLIT>under coombs lee 's leadership , since 1996 as president of compassion in dying (which became compassion & choices in 2005) , the end-of-life choice movement has achieved many milestones .<SPLIT>in 2008 , coombs lee was a senior advisor for the washington state death with dignity ballot initiative that voters approved by an 18-point margin , becoming the second state to legalize aid in dying .<SPLIT>in 2009 , the montana supreme court ruled in the landmark case brought by compassion & choices (`` baxter v. montana '') that it is not against the state 's public policy for a physician to provide aid in dying to a mentally competent , terminally ill adult .<SPLIT>coombs lee has been interviewed by many of the nation 's leading media outlets , including bloomberg news , `` the new york times , usa today , the washington post , the chicago tribune '' , all things considered , the diane rehm show , nbc news , crossfire , 60 minutes , the macneil/lehrer newshour , the today show , on our own terms : moyers on dying , and the dr. oz show .<SPLIT>she has been a presenter at programs sponsored by the american bar association , older women 's league , american pain society , oregon state bar , cleveland city club , americans for better care of the dying , american association for the advancement of science and the american pain society .<SPLIT>she also spoke at the world federation right to die conferences in zurich , boston , brussels and toronto .<SPLIT>her audiences have included the oregon gerontological association and the california nurse assembly & education conference .<SPLIT>her 1999 debate doctor assisted suicide : compassionate alternative or murder with james bopp , jr. , was produced the university of pennsylvania 's annenberg public policy center for public radio .<SPLIT>she is a regular contributor to huffington post and dr. oz 's sharecare .<SPLIT>coombs lee studied literature and nursing at vassar college and cornell university , and earned advanced degrees in law and medicine from the university of washington and lewis & clark college .<SPLIT>she is a member of the oregon state bar .<SPLIT>",Gina simmons,"<mask> <mask> <mask> , pa , fnp , jd , (born 1947) is an american activist and president of compassion & choices , a national non-profit organization dedicated to expanding and protecting the rights of the terminally ill .<SPLIT>she practiced as a nurse and physician assistant for 25 years before becoming an attorney and devoting her professional life to individual choice and empowerment in health care .<SPLIT>staffing the oregon senate healthcare and bioethics committee in 1991 , she helped oregon state senator frank l. roberts as he proposed one of the first aid in dying laws in the nation .<SPLIT>unfortunately , the committee never approved the bill , and roberts died of his prostate cancer in 1993 , suffering the kind of slow , painful death he hoped his bill would spare him .<SPLIT>when coombs lee read in her church bulletin that congregants wanted to draft a death with dignity bill and place it before oregon voters , she volunteered to help .<SPLIT>she co-authored the bill and became one of three chief petitioners who filed the oregon death with dignity act as a citizens ' initiative in 1994 .<SPLIT>coombs lee served as spokesperson for the group through two statewide campaigns and 10 years defending against attacks on the nation 's first death with dignity law in both the judicial and legislative arenas .<SPLIT>senator roberts ' wife , oregon governor barbara roberts , became a good friend and a tireless and outspoken advocate for death with dignity .<SPLIT>under coombs lee 's leadership , since 1996 as president of compassion in dying (which became compassion & choices in 2005) , the end-of-life choice movement has achieved many milestones .<SPLIT>in 2008 , coombs lee was a senior advisor for the washington state death with dignity ballot initiative that voters approved by an 18-point margin , becoming the second state to legalize aid in dying .<SPLIT>in 2009 , the montana supreme court ruled in the landmark case brought by compassion & choices (`` baxter v. montana '') that it is not against the state 's public policy for a physician to provide aid in dying to a mentally competent , terminally ill adult .<SPLIT>coombs lee has been interviewed by many of the nation 's leading media outlets , including bloomberg news , `` the new york times , usa today , the washington post , the chicago tribune '' , all things considered , the diane rehm show , nbc news , crossfire , 60 minutes , the macneil/lehrer newshour , the today show , on our own terms : moyers on dying , and the dr. oz show .<SPLIT>she has been a presenter at programs sponsored by the american bar association , older women 's league , american pain society , oregon state bar , cleveland city club , americans for better care of the dying , american association for the advancement of science and the american pain society .<SPLIT>she also spoke at the world federation right to die conferences in zurich , boston , brussels and toronto .<SPLIT>her audiences have included the oregon gerontological association and the california nurse assembly & education conference .<SPLIT>her 1999 debate doctor assisted suicide : compassionate alternative or murder with james bopp , jr. , was produced the university of pennsylvania 's annenberg public policy center for public radio .<SPLIT>she is a regular contributor to huffington post and dr. oz 's sharecare .<SPLIT>coombs lee studied literature and nursing at vassar college and cornell university , and earned advanced degrees in law and medicine from the university of washington and lewis & clark college .<SPLIT>she is a member of the oregon state bar .<SPLIT>",1.9073486328125e-06,0.7695299983024597,17,13016,17,4948,Successful
18,Darren m. swain,"darren m. swain is an american politician , a democrat and a member of the maryland house of delegates .<SPLIT>",Robert f. matzie,"<mask> m. <mask> is an american politician , a democrat and a member of the <mask> house of <mask> .<SPLIT>",0.0,0.9783216714859009,18,10606,18,211,Successful
19,Paul quinn,"paul charles quinn (born 21 july 1985) is a scottish footballer who currently plays for aberdeen in the scottish premiership .<SPLIT>his usual position is right back , but can also play at centre back or on the right wing .<SPLIT>quinn started his career at motherwell and has also played for cardiff city , doncaster rovers , and ross county .<SPLIT>",David preece,"<mask> <mask> <mask> (born 21 <mask> <mask>) <mask> a scottish footballer who currently plays for aberdeen in the <mask> premiership .<SPLIT>his <mask> position is right <mask> , <mask> <mask> also play at centre <mask> or on the right wing .<SPLIT><mask> <mask> <mask> career <mask> <mask> and has <mask> <mask> for <mask> city , doncaster rovers , and ross county .<SPLIT>",8.344650268554688e-07,0.7618309855461121,19,12745,19,3553,Successful
20,Bob motl,"robert joseph motl (july 26 , 1920 -- june 3 , 2007) was an american football end in the all-america football conference for the chicago rockets .<SPLIT>he played college football at northwestern university and was drafted in the ninth round of the 1943 nfl draft by the washington redskins .<SPLIT>",Bob bryant,"<mask> joseph <mask> (july <mask> , <mask> -- june 3 , <mask>) was an american football <mask> in the all-america football conference for the <mask> rockets .<SPLIT>he played college football at <mask> university and was drafted in the ninth round of the 1943 nfl draft by the washington redskins .<SPLIT>",0.0,0.9223401546478271,20,7563,20,1223,Successful
21,Christiane soeder,"christiane soeder (born january 15 , 1975 in remscheid , north rhine-westphalia) is a german-born austrian road racing cyclist and former duathlete who now lives in vienna .<SPLIT>she finished fourth in the 2008 olympic road race with a time of 3h 32 ′ 28 .<SPLIT>she rides professionally for .<SPLIT>",Gerrit glomser,"<mask> <mask> (born january 15 , 1975 in <mask> , <mask> <mask>) is <mask> <mask> austrian <mask> racing cyclist and former duathlete who now <mask> <mask> vienna .<SPLIT><mask> finished fourth in the <mask> olympic road race with a time of 3h 32 ′ 28 .<SPLIT><mask> <mask> professionally for .<SPLIT>",0.0,0.9228916764259338,21,13350,21,2022,Successful
22,Molwyn joseph,"molwyn joseph is an antiguan politician and chairman of the antigua labour party (alp) .<SPLIT>first entering politics in 1984 when he was made a minister without portfolio in the government of vere bird , joseph became minister of finance seven years later , renegotiating the antiguan national debt and introducing fiscal reforms .<SPLIT>after a 1996 scandal in which it was discovered he had used his position to import a 1930s rolls royce for a friend , bypassing normal import duties and taxes , he was dismissed from the bird administration , returning 14 months later to serve as minister for planning , implementation and the environment .<SPLIT>following the 1999 general election he became minister of heath and social improvement before being made minister of tourism and the environment a few months later .<SPLIT>as minister , joseph attempted to improve the perception of antigua as a tourist destination and invest in the industry , spending 2 million us dollars increasing the number of hotel rooms on the island and providing money for both air jamaica and air luxor to provide flights to the island .<SPLIT>outside of his ministerial duties , he also met with jiang zhenghua , vice-chairman of the standing committee of the national people 's congress , having led the official antiguan delegation to beijing .<SPLIT>following a power struggle in 2003 , joseph was given the economic development and investment promotion portfolio , to hold at the same time as his tourism and the environment position .<SPLIT>despite a scandal surrounding donations he had received from texan businessman robert stafford , joseph was selected to contest the seat of st mary 's north in the 2004 antiguan general election , in which the alp lost power , being replaced in government by the united progressive party (upp) led by baldwin spencer .<SPLIT>joseph himself lost his seat , but was elected chairman of the alp a year later , and regained the seat in 2009 with a majority of 21 .<SPLIT>the same year , he was arrested for participating in an unauthorised may day rally protesting the upp administration ; after a lengthy trial , he and several other alp members were convicted and fined .<SPLIT>",Peter drummond,"<mask> <mask> is an <mask> politician and chairman of the <mask> <mask> party (alp) .<SPLIT>first entering politics in 1984 when he was made a minister without portfolio in the government of vere bird , <mask> became minister of finance seven years later , renegotiating the antiguan national debt and introducing fiscal reforms .<SPLIT>after a 1996 scandal in which it was discovered he had used his position to import a 1930s rolls royce for a friend , bypassing normal import duties and taxes , he was dismissed from the bird <mask> , returning 14 months later to serve as minister for planning , implementation and the environment .<SPLIT>following the 1999 general election he became minister of heath and social improvement before being made minister of tourism and the environment a few months later .<SPLIT>as minister , joseph attempted to improve the perception of antigua as a tourist destination and invest in the industry , spending 2 million us dollars increasing the number of hotel rooms on the island and providing money for both air jamaica and air luxor to provide flights to the island .<SPLIT>outside of his ministerial duties , he also met with jiang zhenghua , vice-chairman of the standing committee of the national people 's congress , having led the official antiguan delegation to beijing .<SPLIT>following a power struggle in 2003 , joseph was given the economic development and investment promotion portfolio , to hold at the same time as his tourism and the environment position .<SPLIT>despite a scandal surrounding donations he had received from texan businessman robert stafford , joseph was selected to contest the seat of st mary 's north in the 2004 antiguan general election , in which the alp lost power , being replaced in government by the united progressive party (upp) led by baldwin spencer .<SPLIT>joseph himself lost his seat , but was elected chairman of the alp a year later , and regained the seat in 2009 with a majority of 21 .<SPLIT>the same year , he was arrested for participating in an unauthorised may day rally protesting the upp administration ; after a lengthy trial , he and several other alp members were convicted and fined .<SPLIT>",0.0,0.8987399339675903,22,7096,22,8492,Successful
23,Edmond reusens,"edmond henri joseph reusens (b. in wijnegem (antwerp) , 25 april 1831 ; d. in leuven , 25 december 1903) was a belgian archeologist and historian .<SPLIT>sent to the university of leuven immediately after his ordination to the priesthood (1854) , he soon became head librarian of the university (1859 -- 1896) .<SPLIT>he collaborated with his rector , pierre françois xavier de ram , in his works on the religious history of belgium , and in 1864 they founded the review , `` analectes pour servir à l'histoire ecclésiastique de la belgique '' , which reusens continued to direct until his death .<SPLIT>with the same teacher , he became interested in the history of the university of leuven , to which he devoted almost exclusively the last years of his life .<SPLIT>through his historical studies he acquired a knowledge of palaeography and diplomacy and became professor of a course in these branches (1881 -- 1903) which was the first of its kind in belgium .<SPLIT>in 1900 he was appointed member of the royal commission of history (brussels) .<SPLIT>after teaching theology for two years he had charge of a new course in christian archaeology from 1864-1900 .<SPLIT>in this department he soon acquired great distinction , as is evidenced by the success of his manual , his appointment (1884) to the royal commission of monuments (brussels) , his participation in the exposition of ancient art , and his role in the renovation of religious art in belgium .<SPLIT>his principal works are : `` eléments d'archéologie chrétienne '' (leuven , 1871-5) ; `` eléments de paléographie '' (leuven , 1899) ; `` documents relatifs à l'histoire de l'université de leuven '' (leuven , 1881 -- 1903) .<SPLIT>",Alexei potekhin,"<mask> henri joseph <mask> (b. in wijnegem (<mask>) , 25 <mask> 1831 ; d. in leuven , 25 december <mask>) was a belgian <mask> and <mask> .<SPLIT>sent to the university of leuven immediately after his ordination to the priesthood (1854) , he soon became head librarian of the university (1859 -- 1896) .<SPLIT>he collaborated with his rector , pierre françois xavier de ram , in his works on the religious <mask> of belgium , and in 1864 they founded the review , `` analectes pour servir à l'histoire ecclésiastique de la belgique '' , which reusens continued to direct until his death .<SPLIT>with the same teacher , he became interested in the history of the university of leuven , to which he devoted almost exclusively the last years of his life .<SPLIT>through his historical studies he acquired a knowledge of palaeography and diplomacy and became professor of a course in these branches (1881 -- 1903) which was the first of its kind in belgium .<SPLIT>in 1900 he was appointed member of the royal commission of history (brussels) .<SPLIT>after teaching theology for two years he had charge of a new course in christian archaeology from 1864-1900 .<SPLIT>in this department he soon acquired great distinction , as is evidenced by the success of his manual , his appointment (1884) to the royal commission of monuments (brussels) , his participation in the exposition of ancient art , and his role in the renovation of religious art in belgium .<SPLIT>his principal works are : `` eléments d'archéologie chrétienne '' (leuven , 1871-5) ; `` eléments de paléographie '' (leuven , 1899) ; `` documents relatifs à l'histoire de l'université de leuven '' (leuven , 1881 -- 1903) .<SPLIT>",1.1920928955078125e-07,0.8166438341140747,23,13753,23,7284,Successful
24,Nicetas,"nicetas or niketas -lrb-) was the cousin of emperor heraclius .<SPLIT>he played a major role in the revolt against phocas that brought heraclius to the throne , where he captured egypt for his cousin .<SPLIT>nicetas remained governor of egypt (or at least alexandria) thereafter , and participated also in the byzantine -- sassanid war of 602 -- 628 , but failed to stop the sassanid conquest of egypt ca. 618/619 .<SPLIT>he disappears from the sources thereafter , but possibly served as exarch of africa until his death .<SPLIT>",Theodore rshtuni,"<mask> <mask> <mask> -lrb-) was the cousin of emperor heraclius .<SPLIT>he played a major role in the revolt against phocas that brought heraclius to the throne , where he captured egypt for his cousin .<SPLIT>nicetas remained governor of egypt (or at least alexandria) thereafter , and participated also in the byzantine -- sassanid war of 602 -- 628 , but failed to stop the sassanid conquest of egypt ca. 618/619 .<SPLIT>he disappears from the sources thereafter , but possibly served as exarch of africa until his death .<SPLIT>",0.0012829303741455078,0.9753225445747375,24,9177,24,727,Successful
25,Kathy stanton,"kathy stanton was a sinn féin member of the northern ireland assembly from 2003 to 2007 in north belfast .<SPLIT>stanton is a full-time party official in north belfast , and is her party 's spokesperson on equality .<SPLIT>she was elected to the assembly in november 2003 election , and was co-opted to belfast city council in 2000 , before losing her seat in the 2001 local government elections .<SPLIT>in 2006 she announced that she would not be contesting the next assembly election but denied reports that this was due to sinn féin endorsing policing .<SPLIT>-lsb- http://sluggerotoole.com/index.php/weblog/comments/sfs-kathy-stanton-not-contesting-next-assembly-election/] she lives in the new lodge area with her five children .<SPLIT>",Maria corrigan,"<mask> <mask> was a sinn féin member of the <mask> <mask> <mask> from 2003 to <mask> <mask> <mask> <mask> .<SPLIT><mask> is a full-time party official <mask> <mask> <mask> , and is her party 's <mask> on <mask> .<SPLIT>she was elected to the <mask> in november <mask> election , and was co-opted to <mask> city council in <mask> , before losing her seat in the <mask> local government elections .<SPLIT>in <mask> she announced that she would not be contesting the next <mask> election but denied reports that this was due to sinn <mask> endorsing policing .<SPLIT>-lsb- http://sluggerotoole.com/index.php/weblog/comments/sfs-kathy-stanton-not-contesting-next-assembly-election/] she lives in the new lodge area with her five children .<SPLIT>",0.0,0.5219252109527588,25,2159,25,8868,Successful
26,Abby elliott,"abigail `` abby '' elliott (born june 16 , 1987) is an american actress and comedian best known for her four seasons as a cast member on `` saturday night live '' from 2008 to 2012 .<SPLIT>she is the daughter of comedian chris elliott .<SPLIT>",Christine taylor,"<mask> <mask> <mask> '' <mask> (born june 16 , <mask>) is an american actress and comedian best known for her four seasons as a cast member on `` saturday night live '' from <mask> to 2012 .<SPLIT>she is the daughter of comedian chris elliott .<SPLIT>",0.0,0.8083463907241821,26,7043,26,802,Successful
27,Jeffrey thomas,"jeffrey thomas is a welsh-born new zealand actor , best known for his film , television and stage roles .<SPLIT>",Cameron rhodes,"<mask> <mask> is a <mask> new zealand actor , best known for his film , television and stage roles .<SPLIT>",0.0,0.9024691581726074,27,4926,27,142,Successful
